index,用户昵称,初评,初评日期,评价,追评,追评日期,追评天数,是否有用,赞,Rateid,用户等级,产品,类别,标题,平台,商品链接
63,懒***八,在大猩猩家买了超多次了 便宜质量又有保证 很放心 也很喜欢这个面膜 精华很多 敷完面膜脸嫩嫩的 以后会多次回购的 ,2021年05月13日 23:16,1,,Null,Null,0,1,1131845512169,red_4,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
64,蘑***0,东西很好是正品买好多次了 ,2021年05月12日 13:30,1,,Null,Null,0,1,1131651388057,blue_1,面膜,颜色分类:❤热卖款海洋珍珠10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
65,t***3,看着不错,2021年05月07日 20:27,1,,Null,Null,0,-4,1131071712749,red_4,面膜,颜色分类:❤热卖款水光蜂蜜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
66,t***4,保湿效果：补水效果很好 正好赶上活动价钱也合适， ,2021年05月14日 13:41,1,,Null,Null,0,-4,1131903784099,red_5,面膜,颜色分类:❤热卖款水光蜂蜜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
67,心***9,面膜补水效果还不错，贴起来也很服帖，袋子里面的精华也很多，使用了两盒，肤色暗沉都有了改善 ,2021年05月13日 15:21,1,,Null,Null,0,1,1132687942371,blue_2,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
68,t***4,非常喜欢这个面膜可以是真的超级划算建议大家多多买,2021年05月13日 09:02,1,,Null,Null,0,1,1133049487232,Null,面膜,颜色分类:❤新款蜗牛面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
69,请***y,宝贝很好用，一直在回购，我皮肤比较干用这个面膜皮肤好多了，查过了是正品。,2021年05月06日 15:53,1,,Null,Null,0,-4,1131343953904,red_5,面膜,颜色分类:❤新款蜗牛面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
70,郑***y,正品，使用效果绝了，非常好 ,2021年05月14日 23:51,1,,Null,Null,0,1,1132422069409,blue_1,面膜,颜色分类:❤新款羊胎素面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
71,t***2,面膜很舒服，特别补水，正品，价钱实惠,2021年05月12日 15:34,1,,Null,Null,0,1,1131668624305,blue_2,面膜,颜色分类:❤热卖款水光蜂蜜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
72,相***7,"很好，该产品质量很好，与卖家描述的完全一致，非常满意,真的很喜欢。",2021年05月13日 20:06,1,,Null,Null,0,1,1133137935460,red_1,面膜,颜色分类:❤热卖款海洋珍珠10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
73,如***了,用了一个多星期再评论，感觉是正品 我敏感肌没有感觉到不适 ，也蛮有效果的 继续保持质量的话还是会回购,2021年05月11日 20:22,1,,Null,Null,0,-4,1131580656952,blue_3,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
74,t***1,给男朋友买的，希望能拯救一下他的撒哈拉大沙漠干皮 ,2021年05月14日 21:03,1,,Null,Null,0,1,1132407829745,red_5,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
75,t***5,物流很快 和之前用的一样 还送了小礼物 奈斯 ,2021年05月14日 12:10,1,,Null,Null,0,-4,1133201299756,red_3,面膜,颜色分类:❤新款鱼子酱面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
76,心***5,香气不刺鼻保湿效果很好皮肤吸收的很快整体感觉不错 ,2021年05月14日 21:23,1,,Null,Null,0,1,1132409953439,red_5,面膜,颜色分类:灰色[❤新款马胎素10片],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
77,噢***哈,质量非常好与卖家描述的完全一致非常满意真的非常喜欢完全超出了期望值哈哈哈哈哈发货速度非常快包装非常仔细物流公司服务态度非常好运送速度非常快各方面都非常满意最后在这里祝大家颜值越来越高店家越做越好~ ,2021年05月09日 16:46,1,,Null,Null,0,1,1132194310603,red_5,面膜,颜色分类:❤新款蜗牛面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
78,曹***妮,包装精致，保湿吸收效果好，还会再来。 ,2021年05月12日 23:00,1,,Null,Null,0,1,1133030163187,blue_2,面膜,颜色分类:牛油果面膜（10片/盒）[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
79,w***1,面膜回购了好几次了 正品 而且比别人家还便宜 买它 ,2021年05月11日 22:58,1,,Null,Null,0,1,1132492370649,blue_3,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
80,改***4,整体评价：我是痘痘肌，混油皮，感觉面膜有点油，不是特别清爽，吸收不是特别好，可能是我肤质原因，我室友干皮用着说挺好。精华挺多的，还赠送一个发带和护手霜。 ,2021年05月11日 11:08,1,,Null,Null,0,1,1132817047346,red_5,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
81,t***5,面膜敷完脸上很清爽，皮肤细腻光滑，保湿效果很好，产品性价比高，值得入手 ,2021年05月09日 17:16,1,,Null,Null,0,1,1132610271521,red_3,面膜,颜色分类:❤新款虾青素面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
82,张***4,整体评价：补水效果很好，比别家更实惠，保证正品质量，下次还来 ,2021年05月10日 10:09,1,宝贝很好用,Null,0,0,1,1132677023900,blue_1,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
83,t***7,挺好扫过了 正品,2021年05月12日 12:18,1,,Null,Null,0,1,1132087769858,red_2,面膜,颜色分类:❤新款水母面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
84,d***贝,很好用哦！昨天到货速度快，用后很清爽感觉好舒服滑滑嫩嫩的❤️,2021年05月14日 09:36,1,,Null,Null,0,1,1131869048739,red_5,面膜,颜色分类:❤新款蜗牛面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
85,8***l,补水效果特别好，用着冰冰凉凉的很舒服，脸上一点也不紧绷，吸收的很快 ,2021年05月10日 17:20,1,,Null,Null,0,1,1132330762942,blue_1,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
86,t***8,面膜保湿滋润补水非常好价格实惠值得购买,2021年05月12日 22:53,1,,Null,Null,0,1,1132166237791,blue_2,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
87,你***。,保湿效果：保湿效果很好，一直在用，挺喜欢的 ,2021年05月12日 10:36,1,,Null,Null,0,1,1132525438612,red_2,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
88,t***6,此用户没有填写评价。,2021年05月08日 18:12,1,扫码出现的是公众号，根本没有显示真品这款用了一片还不错，还有淡淡的香味，面膜也很薄，就是很容易变形，面膜被我扯大了，都没有敷好,Null,6,0,-4,1132491539432,red_5,面膜,颜色分类:❤热卖款水光蜂蜜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
89,w***华,听朋友讲面膜不错，买来三盒试试，真的很好 ,2021年05月12日 09:05,1,,Null,Null,0,1,1132924075465,red_3,面膜,颜色分类:❤新款羊胎素面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
90,江***沼,趁着活动下手的，很便宜，也是正品，一直都比较相信他家，买过很多次了，都是在活动的时候屯点。,2021年05月04日 20:04,1,,Null,Null,0,1,1130644044580,blue_1,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
91,如***了,这款精华有些黏腻 ，效果还行。都是正品 价格有点惊艳到我 ， 比外面买的便宜一半价格 ！,2021年05月11日 20:22,1,,Null,Null,0,-4,1131580656951,blue_3,面膜,颜色分类:❤新款鱼子酱面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
92,来***2,好用好用！第二次使用了。补水效果棒棒哒,2021年05月11日 13:34,1,,Null,Null,0,1,1132424434738,blue_1,面膜,颜色分类:❤新款蜗牛面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
93,t***3,面膜性价比很高哟，上脸服帖呢 ,2021年05月10日 16:42,1,,Null,Null,0,-4,1131873637668,red_2,面膜,颜色分类:❤热卖款海洋珍珠10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
94,乐***9,保湿效果不错，还有小赠品，会回购！ ,2021年05月14日 21:01,1,,Null,Null,0,1,1131961460380,blue_4,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
95,t***9,面膜不错 物美价廉 以后会继续支持  ,2021年05月12日 21:59,1,,Null,Null,0,1,1133024487997,red_4,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
96,最***涵,还没用过听身边用过的朋友说挺好的买来试试  ,2021年05月10日 16:25,1,,Null,Null,0,1,1131871109693,red_4,面膜,颜色分类:❤热卖款海洋珍珠10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
97,你***3,整体评价：正好赶上活动 宝贝性价比很高 肤质改善情况：保湿效果很好 吸收效果：水润有光泽 ,2021年05月05日 22:09,1,,Null,Null,0,1,1132109087586,red_3,面膜,颜色分类:浅绿色[冷敷贴 绿色款],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
98,t***4,物流速度很快，质量不错，，对比了好几家最后选定这家，果然没让我失望，关键是价格超级实惠，推荐购买,2021年05月09日 15:59,1,,Null,Null,0,1,1132597939639,red_2,面膜,颜色分类:❤新款燕窝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
99,最***涵,听身边用过的朋友说挺好用的 试过之后来追评 ,2021年05月10日 16:25,1,,Null,Null,0,-4,1131871109694,red_4,面膜,颜色分类:❤新款蜗牛面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
100,生***恋,超级好用，第二次购买，价格，东西也是正品，之前在商场里买的有点贵，满意&hellip;&hellip;推存给同事了 ,2021年05月10日 18:43,1,,Null,Null,0,1,1131445788175,blue_2,面膜,颜色分类:❤新款鱼子酱面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
101,周***帅,相信是正品，里面好多都是验证正品的，就是希望是补水效果好就行 ,2021年05月04日 12:57,1,,Null,Null,0,1,1131478850448,blue_3,面膜,颜色分类:❤热卖款深水炸弹10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
102,h***0,之前朋友从韩国带来这款面膜，用完了没人再去韩国，抱着试试看的心态买回一用，很好，应该是真品，跟之前用过的一样,2021年05月09日 15:17,1,,Null,Null,0,1,1131286332117,blue_1,面膜,颜色分类:❤热卖款蚕丝面膜10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
103,t***3,这个产品和它价位相比来说，还是很合适的 ,2021年05月13日 21:41,1,,Null,Null,0,-4,1132734662079,blue_1,面膜,颜色分类:❤热卖款海洋珍珠10片/盒[韩国原装假一罚十],韩国JM面膜女补水保湿男深水炸水光蜂蜜珍珠急救燕窝水母新款正品,taobao,https://item.taobao.com/item.htm?id=558215946399&ns=1&abbucket=6#detail
